ICD-10-CM-CODE,ICD-O-3-PRIMARY-SITE,HISTOLOGY,BEHAVIOR,GRADE,LATERALITY,REPORTABILITY,GENDER
D434,C720,8000,1,9,0,Y,
D438,C729,8000,1,9,0,Y,
D439,C729,8000,1,9,0,Y,
D443,C751,8000,1,9,0,Y,
D444,C752,8000,1,9,0,Y,
D445,C753,8000,1,9,0,Y,
D45,C421,9950,3,9,0,Y,
D46,C421,9989,3,9,0,Y,
D460,C421,9982,3,9,0,Y,
D461,C421,9982,3,9,0,Y,
D462,C421,9983,3,9,0,Y,
D4620,C421,9982,3,9,0,Y,
D4621,C421,9982,3,9,0,Y,
D4622,C421,9982,3,9,0,Y,
D464,C421,9980,3,9,0,Y,
D469,C421,9989,3,9,0,Y,
D46A,C421,9985,3,9,0,Y,
D46B,C421,9985,3,9,0,Y,
D46C,C421,9986,3,9,0,Y,
D46Z,C421,9989,3,9,0,Y,
D471,C421,9975,3,9,0,Y,
D473,C421,9962,3,9,0,Y,
D474,C421,9961,3,9,0,Y,
D496,C729,8000,1,9,0,Y,
D497,C729,8000,1,9,0,Y,
J910,C809,8000,3,9,0,Y,
R180,C809,8000,3,9,0,Y,
Z510,C809,8000,3,9,0,Y,
Z511,C809,8000,3,9,0,Y,
Z5111,C809,8000,3,9,0,Y,
Z5112,C809,8000,3,9,0,Y,
C9001,C421,9732,3,6,0,Y,
C9011,C421,9732,3,6,0,Y,
C9021,C809,9734,3,6,0,Y,
C9031,C419,9731,3,6,0,Y,
C9101,C421,9811,3,6,0,Y,
C9111,C421,9823,3,6,0,Y,
C9131,C421,9832,3,6,0,Y,
C9141,C421,9940,3,6,0,Y,
C9151,C421,9827,3,5,0,Y,
C9161,C421,9834,3,5,0,Y,
C91A1,C421,9826,3,6,0,Y,
C91Z1,C421,9820,3,6,0,Y,
C9191,C421,9820,3,9,0,Y,
C9201,C421,9872,3,9,0,Y,
C9211,C421,9875,3,9,0,Y,
C9221,C421,9876,3,9,0,Y,
C9231,C499,9930,3,9,0,Y,
C9241,C421,9866,3,9,0,Y,
C9251,C421,9867,3,9,0,Y,
C9261,C421,9897,3,9,0,Y,
C92A1,C421,9895,3,9,0,Y,
C92Z1,C421,9860,3,9,0,Y,
C9291,C421,9860,3,9,0,Y,
C9301,C421,9891,3,9,0,Y,
C9311,C421,9945,3,9,0,Y,
C9331,C421,9946,3,9,0,Y,
C93Z1,C421,9860,3,9,0,Y,
C9391,C421,9860,3,9,0,Y,
C9401,C421,9840,3,9,0,Y,
C9421,C421,9910,3,9,0,Y,
C9431,C421,9742,3,9,0,Y,
C9441,C421,9931,3,9,0,Y,
C9481,C421,9800,3,9,0,Y,
C9501,C421,9801,3,9,0,Y,
C9511,C421,9800,3,9,0,Y,
C9591,C421,9800,3,9,0,Y,
D47Z,C779,9970,1,9,0,Y,
D47Z1,C779,9970,1,9,0,Y,
D47Z9,C779,9971,1,9,0,Y,
D479,C779,9970,1,9,0,Y,
